,bib_number,half_1st,half_second,time_total_netto,time_total_brutto,5km,10km,15km,20km,25km,30km,35km,40km,last_name,first_name,grade_time
15311,12434,9776,10197,19972,23755,2102,4385,6717,9145,11464,13933,16336,18933,xxx,xxx,<6h
15312,7019,7810,12162,19972,23115,1755,3460,5246,7318,9385,11906,15421,19005,xxx,xxx,<6h
15313,6789,8804,11171,19974,23234,1802,3745,5871,8249,10691,13534,15961,19093,xxx,xxx,<6h
15314,12723,10495,9483,19977,24347,2419,4853,7239,9916,12413,14952,17033,19160,xxx,xxx,<6h
15315,15266,9096,10882,19978,24218,2018,4058,6253,8507,11108,13999,16629,18954,xxx,xxx,<6h
15316,3981,9509,10470,19979,22528,2070,4213,6357,8944,11204,13802,16297,18942,xxx,xxx,<6h
15317,3596,7275,12709,19983,21876,1637,3207,4824,6753,9354,12979,15787,18820,xxx,xxx,<6h
15318,2884,8459,11527,19985,23085,1874,3683,5565,7882,10114,13056,16486,19062,xxx,xxx,<6h
15319,14524,9744,10242,19986,23183,2243,4448,6686,9161,11535,14317,16531,18970,xxx,xxx,<6h
15320,14983,9192,10795,19987,23773,2089,4143,6201,8636,11050,13743,16209,18993,xxx,xxx,<6h
15321,12285,9726,10262,19988,23827,2025,4225,6451,8973,11467,13878,16428,19058,xxx,xxx,<6h
15322,7430,9483,10505,19988,24223,2117,4307,6517,8943,11229,13704,16089,18788,xxx,xxx,<6h
15323,8436,8281,11708,19988,21271,1696,3416,5260,7686,10323,13312,16083,18903,xxx,xxx,<6h
15324,9834,9112,10878,19989,23625,1970,4009,6119,8559,10902,13739,16360,19073,xxx,xxx,<6h
15325,13401,9420,10571,19990,20187,1975,4105,6243,8869,11049,13982,16582,19057,xxx,xxx,<6h
15326,7395,9548,10445,19992,24315,2151,4473,6603,8952,11331,14225,16749,19028,xxx,xxx,<6h
15327,9750,9130,10863,19993,23732,2035,4094,6169,8601,10906,13546,16156,19064,xxx,xxx,<6h
15328,14971,9454,10540,19993,23769,2125,4284,6429,8918,11338,14244,16804,19107,xxx,xxx,<6h
15329,4807,9864,10130,19993,24369,2308,4571,6759,9243,11693,14297,16795,19061,xxx,xxx,<6h
15330,4114,8999,10996,19995,22467,1877,3879,5999,8398,10758,13507,15899,19002,xxx,xxx,<6h
15331,12490,10292,9704,19996,24325,2459,4892,7239,9677,12103,14547,16747,19071,xxx,xxx,<6h
15332,20115,9069,10928,19996,23690,1992,3965,6090,8516,10992,13619,16270,18973,xxx,xxx,<6h
15333,13276,9488,10508,19996,22598,2000,3981,6084,8641,11309,14055,16462,18970,xxx,xxx,<6h
15334,5115,9481,10516,19997,24373,2137,4199,6476,8938,11247,13813,16242,18845,xxx,xxx,<6h
15335,17868,9078,10920,19998,24256,2265,4366,6328,8477,10954,13501,15898,18784,xxx,xxx,<6h
15336,2187,9003,10996,19998,23668,1971,3930,6049,8439,10781,13606,16331,18988,xxx,xxx,<6h
15337,4064,9666,10334,19999,22506,2233,4451,6682,9153,11377,13995,16307,18880,xxx,xxx,<6h
15338,12501,9371,10629,20000,24357,2182,4183,6455,8805,11078,13690,16089,18723,xxx,xxx,<6h
15339,3412,6956,13045,20000,21238,1453,2947,4605,6558,8338,11055,14566,18659,xxx,xxx,<6h
15340,5114,9145,10856,20000,24240,1894,3825,5928,8589,11001,13882,16351,18955,xxx,xxx,<6h
15341,4277,8324,11679,20002,23034,1583,3384,5328,7797,10034,13147,16055,18814,xxx,xxx,<6h
15342,15013,9758,10244,20002,23749,2128,4274,6434,9181,11474,14242,16534,19006,xxx,xxx,<6h
15343,17572,9406,10597,20002,23816,2082,4152,6259,8837,11229,14089,16510,19008,xxx,xxx,<6h
15344,12023,8586,11418,20004,23073,1856,3699,5629,7972,10477,13956,16555,19085,xxx,xxx,<6h
15345,7460,8880,11127,20006,24244,1964,3984,6078,8372,10649,13329,15839,18792,xxx,xxx,<6h
15346,12431,9497,10514,20010,23729,2083,4203,6443,8975,11292,14025,16473,19004,xxx,xxx,<6h
15347,20120,9578,10433,20010,23683,2157,4342,6615,9030,11282,13715,16148,18771,xxx,xxx,<6h
15348,14185,9776,10236,20012,22585,2068,4118,6284,9181,11522,14190,16545,18956,xxx,xxx,<6h
15349,14109,8933,11081,20013,22549,2059,4091,6172,8367,10613,13271,15832,18823,xxx,xxx,<6h
15350,11807,9116,10898,20014,22462,1948,3954,6163,8544,10762,13616,16137,18919,xxx,xxx,<6h
15351,14162,9117,10898,20014,22462,1947,3954,6162,8487,10761,13617,16137,18918,xxx,xxx,<6h
15352,14988,9626,10389,20014,24373,2259,4451,6704,9067,11367,13978,16309,18970,xxx,xxx,<6h
15353,2231,9242,10780,20021,23800,2148,4132,6244,8707,10991,13340,15962,18898,xxx,xxx,<6h
15354,15246,9485,10537,20021,24264,2203,4243,6355,8874,11110,14234,16693,19085,xxx,xxx,<6h
15355,11728,9638,10386,20023,23678,2163,4315,6800,9139,11194,13665,16004,18913,xxx,xxx,<6h
15356,4602,10056,9968,20024,23797,2133,4383,6784,9490,11817,14537,16744,19093,xxx,xxx,<6h
15357,7584,9144,10880,20024,24268,1992,4011,6186,8598,10866,13658,16249,18912,xxx,xxx,<6h
15358,13954,9491,10535,20025,22621,2185,4319,6430,8928,11234,13879,16153,18921,xxx,xxx,<6h
15359,8994,9491,10535,20025,22621,2184,4319,6429,8929,11235,13879,16153,18922,xxx,xxx,<6h
15360,19090,8573,11453,20025,21864,1382,3126,5487,7995,10505,13279,15930,18831,xxx,xxx,<6h
15361,17200,9291,10737,20028,23263,2061,4104,6210,8741,10970,13618,16063,18878,xxx,xxx,<6h
15362,17873,9277,10752,20028,24288,2241,4336,6475,8768,11015,13491,15941,18736,xxx,xxx,<6h
15363,15320,9372,10658,20029,24322,2070,4143,6256,8720,11218,14007,16436,18972,xxx,xxx,<6h
15364,19868,8369,11660,20029,23847,2076,3973,5885,7895,10071,13016,15993,18854,xxx,xxx,<6h
15365,19617,9527,10505,20031,20151,1962,4062,6468,9002,11333,14004,16316,18932,xxx,xxx,<6h
15366,11755,8300,11733,20032,22462,1841,3679,5597,7783,10085,13369,16228,18999,xxx,xxx,<6h
15367,4472,8960,11072,20032,23687,1927,3900,6015,8425,11042,13729,16256,18912,xxx,xxx,<6h
15368,20396,9208,10827,20034,23677,2026,4016,6074,8608,11195,13952,16489,19019,xxx,xxx,<6h
15369,7399,9193,10842,20035,24381,2144,4161,6268,8595,11213,14025,16526,18983,xxx,xxx,<6h
15370,4374,8804,11233,20037,23122,1837,3770,5835,8253,10551,14068,16363,18948,xxx,xxx,<6h
15371,1916,8991,11047,20037,23069,1792,3803,5947,8405,10921,13797,16337,18959,xxx,xxx,<6h
15372,7494,8988,11053,20040,24313,2007,3991,6014,8443,10967,13682,16111,18859,xxx,xxx,<6h
15373,1903,9281,10759,20040,23224,1863,3722,5840,8699,11285,13950,16489,18970,xxx,xxx,<6h
15374,356,6906,13134,20040,20221,1465,2884,4381,6417,8493,11831,15571,18833,xxx,xxx,<6h
15375,6842,9020,11026,20046,23100,2018,3985,5990,8460,10764,13652,16127,18973,xxx,xxx,<6h
15376,1938,9270,10777,20047,23709,1943,3953,6105,8685,11033,13929,16430,19012,xxx,xxx,<6h
15377,12741,9776,10271,20047,24288,2077,4280,6670,9254,11463,14180,16603,19086,xxx,xxx,<6h
15378,1654,9310,10738,20048,23151,2016,4096,6337,8751,11089,13779,16166,18912,xxx,xxx,<6h
15379,17171,9507,10543,20049,23238,2138,4233,6370,8931,11290,13913,16361,19067,xxx,xxx,<6h
15380,20412,9886,10165,20050,24368,2239,4423,6685,9263,11578,14239,16500,18973,xxx,xxx,<6h
15381,9077,9465,10586,20051,22664,2045,4149,6190,8870,11234,14188,16794,19080,xxx,xxx,<6h
15382,9826,10082,9973,20054,23763,2197,4487,6864,9503,11815,14372,16526,19022,xxx,xxx,<6h
15383,19223,8105,11954,20058,22531,1865,3649,5511,7621,10214,13760,16208,19065,xxx,xxx,<6h
15384,8991,9622,10436,20058,23167,2136,4377,6533,9019,11347,14166,16565,19182,xxx,xxx,<6h
15385,20000,8662,11399,20061,23712,2040,4041,6012,8154,10323,12894,15388,18364,xxx,xxx,<6h
15386,4952,8804,11258,20062,24362,1983,3949,5980,8266,10426,13606,16030,18934,xxx,xxx,<6h
15387,1045,8212,11854,20066,21915,1855,3690,5479,7652,10622,13737,15958,18425,xxx,xxx,<6h
15388,14803,9554,10512,20066,23762,2076,4175,6286,8900,11337,14097,16559,19063,xxx,xxx,<6h
15389,12392,9113,10956,20068,23826,2058,4107,6243,8591,10902,13548,16209,19045,xxx,xxx,<6h
15390,19575,9383,10686,20068,23218,1962,3926,6165,8731,11024,13626,16123,19184,xxx,xxx,<6h
15391,10000,9384,10685,20068,24379,2175,4279,6460,8820,11221,14010,16409,19075,xxx,xxx,<6h
15392,16450,9182,10888,20070,21908,1844,3847,5927,8573,11201,14093,16338,18986,xxx,xxx,<6h
15393,10057,9901,10172,20073,24423,2278,4547,6858,9360,11679,14190,16482,19014,xxx,xxx,<6h
15394,17413,8471,11602,20073,23810,1993,3864,5749,7960,10459,13681,16438,19072,xxx,xxx,<6h
15395,2012,9746,10330,20076,23770,2282,4556,6821,9190,11587,14216,16536,19018,xxx,xxx,<6h
15396,20411,9272,10804,20076,24383,2119,4125,6184,8752,10889,13550,16061,18940,xxx,xxx,<6h
15397,2140,9384,10694,20077,23918,2093,4243,6468,8829,11118,13780,16181,18924,xxx,xxx,<6h
15398,7506,9495,10584,20079,24319,2064,4146,6385,8914,11235,13997,16257,19005,xxx,xxx,<6h
15399,4991,8940,11140,20079,24312,2096,4140,6234,8450,10612,12980,15277,18116,xxx,xxx,<6h
15400,10033,8941,11139,20080,24312,2096,4140,6234,8449,10612,12980,15277,18117,xxx,xxx,<6h
15401,1869,9453,10628,20081,23244,2053,4074,6163,8731,11759,14496,16778,19112,xxx,xxx,<6h
15402,9293,8388,11697,20084,23141,1965,3858,5782,7892,10110,12989,16078,18904,xxx,xxx,<6h
15403,20081,9837,10249,20085,23936,2107,4298,6919,9296,11639,14148,16728,19212,xxx,xxx,<6h
15404,6123,8622,11463,20085,22017,2041,3932,5784,8095,10250,13115,15969,18846,xxx,xxx,<6h
15405,17814,9327,10760,20087,24437,2147,4196,6340,8691,11670,14756,16987,19119,xxx,xxx,<6h
15406,17790,9091,10997,20087,24328,2226,4306,6382,8591,10917,13559,16727,19126,xxx,xxx,<6h
15407,9640,9359,10729,20088,23795,2116,4257,6423,8792,11031,13770,16602,19158,xxx,xxx,<6h
15408,19743,8295,11795,20090,23242,1903,3788,5679,7804,9846,12456,15694,18795,xxx,xxx,<6h
15409,7978,8160,11933,20092,20128,1405,2777,4242,6080,14307,16098,17786,19423,xxx,xxx,<6h
15410,17196,8988,11105,20092,23875,2026,3988,6053,8284,11098,13998,16374,19109,xxx,xxx,<6h
15411,10027,9419,10675,20093,24332,2158,4288,6410,8822,11078,13574,16152,19191,xxx,xxx,<6h
15412,15778,9386,10708,20094,20272,1881,3977,6182,8757,11182,13979,16394,19031,xxx,xxx,<6h
15413,4963,9792,10302,20094,24439,2148,4276,6587,9200,11763,14427,16691,19114,xxx,xxx,<6h
15414,9883,9517,10580,20096,23731,1950,4265,6432,8985,11362,14369,16585,19057,xxx,xxx,<6h
15415,12077,9462,10637,20098,23887,2056,4229,6309,8936,11140,14187,16558,19201,xxx,xxx,<6h
15416,2122,9276,10824,20099,23731,1840,3765,5782,8465,11128,13717,16203,18944,xxx,xxx,<6h
15417,12495,9846,10254,20100,24451,2349,4633,6867,9232,11573,14106,16620,19079,xxx,xxx,<6h
15418,6569,9184,10920,20104,22562,1875,3844,5994,8614,11096,14011,16451,19065,xxx,xxx,<6h
15419,16969,9684,10422,20105,23369,2125,4330,6574,8985,11652,14532,16749,19164,xxx,xxx,<6h
15420,1961,9172,10933,20105,23736,1841,3765,5777,8469,10999,13707,15566,18944,xxx,xxx,<6h
15421,14493,9420,10686,20105,23338,2084,4141,6301,8842,11164,13847,16348,18997,xxx,xxx,<6h
15422,2541,9604,10502,20106,24340,2158,4299,6575,9003,11333,14108,16601,19028,xxx,xxx,<6h
15423,1611,8859,11249,20107,23181,2013,4034,6027,8273,10777,13790,16377,19029,xxx,xxx,<6h
15424,1966,9187,10920,20107,23738,1844,3766,5778,8471,11042,13710,15566,18944,xxx,xxx,<6h
15425,11845,9481,10627,20108,23245,2099,4264,6432,8895,11449,14161,16563,19086,xxx,xxx,<6h
15426,15079,9634,10480,20113,24351,2208,4436,6645,9105,11381,13944,16353,19005,xxx,xxx,<6h
15427,15144,9012,11101,20113,24349,2086,4136,6250,8539,10618,13034,15780,18778,xxx,xxx,<6h
15428,10233,11677,8437,20113,24474,2492,5034,7695,10991,13557,15291,17215,19299,xxx,xxx,<6h
15429,11578,9426,10692,20118,22658,2025,4135,6402,8879,11425,14199,16556,19051,xxx,xxx,<6h
15430,7566,9714,10405,20119,24471,2127,4268,6593,9081,11613,14269,16859,19134,xxx,xxx,<6h
15431,19911,8832,11290,20121,23806,2060,4058,6084,8280,10545,13226,16056,18998,xxx,xxx,<6h
15432,9730,8331,11792,20122,23861,1837,3662,5528,7819,9946,13519,16813,19104,xxx,xxx,<6h
15433,6940,8408,11714,20122,23200,1879,3736,5622,7876,10325,12909,15851,18614,xxx,xxx,<6h
15434,4209,8123,12000,20123,23210,1831,3599,5428,7571,9652,12429,15564,19121,xxx,xxx,<6h
15435,15254,8850,11275,20124,24374,1839,3787,5850,8291,10671,13536,16081,18920,xxx,xxx,<6h
15436,4611,9856,10270,20125,23852,2105,4277,6527,9290,11551,14166,16504,19105,xxx,xxx,<6h
15437,1933,9506,10620,20125,23762,1981,4054,6285,8944,11232,14123,16416,19164,xxx,xxx,<6h
15438,1577,9608,10520,20127,22654,1951,3922,6826,9104,11558,14050,16531,19065,xxx,xxx,<6h
15439,19411,8519,11610,20128,22682,1887,3779,5740,8033,10353,13230,15981,18818,xxx,xxx,<6h
15440,9845,9391,10740,20131,23818,2111,4187,6394,8827,11167,13905,16273,19022,xxx,xxx,<6h
15441,5946,9710,10425,20134,21494,2218,4470,6733,9134,11501,14131,16537,19065,xxx,xxx,<6h
15442,17564,8963,11172,20134,23892,2033,3997,6101,8463,10597,13110,16196,18870,xxx,xxx,<6h
15443,11148,9669,10465,20134,21452,2002,4107,6479,9080,11366,14178,16600,19144,xxx,xxx,<6h
15444,13214,9672,10463,20134,21452,2002,4107,6479,9078,11366,14171,16599,19143,xxx,xxx,<6h
15445,15099,9454,10684,20137,22629,2103,4201,6404,8925,11258,13969,16584,19106,xxx,xxx,<6h
15446,17478,9647,10495,20142,24467,2154,4252,6428,9077,11334,14095,16561,19104,xxx,xxx,<6h
15447,866,9172,10970,20142,21450,1877,3843,5939,8566,11088,13890,16580,19082,xxx,xxx,<6h
15448,1508,9524,10619,20142,22750,2107,4247,6485,8834,11244,13946,16431,19097,xxx,xxx,<6h
15449,9830,9851,10292,20142,23856,2178,4379,6673,9232,11675,14390,16772,19171,xxx,xxx,<6h
15450,2022,9247,10896,20143,23778,1962,3966,6085,8713,11035,13770,16258,19000,xxx,xxx,<6h
15451,15202,9505,10638,20143,24502,2141,4172,6315,8909,11536,14587,16900,19207,xxx,xxx,<6h
15452,19941,9798,10353,20150,23976,2156,4417,6703,9247,11539,14130,16487,19096,xxx,xxx,<6h
15453,15819,9491,10660,20151,20845,2099,4225,6438,8938,11317,14091,16505,19085,xxx,xxx,<6h
15454,16456,9380,10772,20151,21990,1827,3813,6202,8839,11240,13966,16484,19103,xxx,xxx,<6h
15455,7136,9390,10763,20152,23920,2080,4052,6297,8853,11180,13980,16265,18988,xxx,xxx,<6h
15456,9278,9841,10313,20153,22632,2104,4441,6689,9286,11637,14298,16695,19255,xxx,xxx,<6h
15457,19936,9367,10786,20153,23811,2160,4260,6380,8791,11149,13866,16348,19055,xxx,xxx,<6h
15458,11202,9595,10559,20154,22052,2169,4327,6555,9049,11492,14286,16706,19194,xxx,xxx,<6h
15459,2027,9354,10801,20154,24483,2246,4306,6439,8670,11027,13723,16358,19051,xxx,xxx,<6h
15460,12325,9465,10695,20159,23913,2055,4022,6154,8868,11234,14019,16445,19117,xxx,xxx,<6h
15461,3800,9360,10803,20162,22060,2007,4106,6227,8773,11293,14142,16462,19114,xxx,xxx,<6h
15462,12689,9545,10617,20162,24448,2197,4275,6554,8908,11256,14025,16466,19078,xxx,xxx,<6h
15463,7570,9473,10690,20163,24428,2202,4374,6557,8930,11293,13978,16414,19084,xxx,xxx,<6h
15464,2211,8765,11400,20164,23949,1993,3845,5794,8196,10670,13610,16342,19228,xxx,xxx,<6h
15465,12049,9282,10884,20165,23982,2032,4114,6195,8709,11093,14014,16566,19331,xxx,xxx,<6h
15466,4750,9282,10884,20165,23982,2032,4114,6195,8709,11092,14014,16567,19331,xxx,xxx,<6h
15467,6760,8906,11263,20168,23211,1909,3807,5876,8369,10790,13640,16335,19053,xxx,xxx,<6h
15468,15158,9232,10937,20168,24500,2137,4211,6324,8684,10928,13618,16127,18908,xxx,xxx,<6h
15469,14826,8946,11224,20169,23990,2050,4035,6077,8347,10915,13762,16331,19140,xxx,xxx,<6h
15470,14788,8947,11223,20169,23990,2050,4035,6077,8348,10917,14061,16788,19139,xxx,xxx,<6h
15471,18332,9542,10628,20169,20303,2058,4216,6408,8992,11471,14013,16446,19046,xxx,xxx,<6h
15472,7328,9407,10765,20171,23888,2156,4281,6439,8851,11084,13723,16294,19091,xxx,xxx,<6h
15473,2045,9355,10819,20173,23845,2040,4218,6312,8783,11065,13996,16630,19154,xxx,xxx,<6h
15474,19284,9546,10630,20175,22615,2056,4258,6512,9022,11281,13972,16581,19144,xxx,xxx,<6h
15475,14525,9562,10614,20175,23258,2142,4224,6351,8978,11387,14208,16591,19145,xxx,xxx,<6h
15476,6889,8563,11613,20176,23258,1833,3745,5732,8020,10490,13250,16462,18776,xxx,xxx,<6h
15477,7094,9188,10990,20177,23964,2214,4226,6242,8664,10953,13812,16256,19087,xxx,xxx,<6h
15478,17392,10357,9820,20177,23827,1989,3926,6001,9437,12937,15331,17231,19452,xxx,xxx,<6h
15479,12605,9542,10635,20177,24424,2164,4332,6553,9014,11306,13965,16388,19055,xxx,xxx,<6h
15480,17688,9284,10894,20177,24528,2183,4257,6360,8740,11174,13904,16438,19061,xxx,xxx,<6h
15481,11809,9562,10616,20178,23917,2167,4393,6557,9009,11361,14061,16569,19178,xxx,xxx,<6h
15482,5106,9514,10664,20178,24494,2188,4377,6542,8965,11284,14040,16468,19083,xxx,xxx,<6h
15483,5110,9041,11137,20178,22133,2013,4068,6149,8483,10733,13594,16235,19059,xxx,xxx,<6h
15484,15037,9562,10617,20178,23917,2168,4393,6557,9009,11361,14061,16569,19178,xxx,xxx,<6h
15485,14499,9773,10406,20178,23219,2112,4291,6587,9184,11485,14130,16523,19121,xxx,xxx,<6h
15486,6865,9222,10958,20179,23432,2017,3997,5991,8645,10982,13966,16485,19160,xxx,xxx,<6h
15487,5027,9151,11028,20179,24562,2170,4268,6421,8675,10879,13741,16308,19069,xxx,xxx,<6h
15488,2270,8927,11253,20180,24523,2156,4115,6165,8393,10770,13658,16142,18911,xxx,xxx,<6h
15489,16508,8662,11519,20180,22072,1878,3824,5826,8141,10347,12982,15782,18924,xxx,xxx,<6h
15490,6456,8794,11387,20180,22743,1985,3884,5824,8110,10912,13801,16262,18979,xxx,xxx,<6h
15491,15016,9794,10389,20183,23894,2228,4592,6822,9210,11585,14256,16574,19117,xxx,xxx,<6h
15492,14279,9930,10255,20184,22742,2153,4323,6560,9277,11592,14197,16659,19163,xxx,xxx,<6h
15493,4507,9301,10887,20187,24007,2063,4188,6276,8692,11029,13985,16601,19070,xxx,xxx,<6h
15494,17263,8329,11860,20188,23315,1897,3752,5695,7822,10110,12957,15908,19032,xxx,xxx,<6h
15495,4395,8525,11666,20190,23337,1949,3844,5798,7934,10416,13247,16131,19047,xxx,xxx,<6h
15496,1834,8788,11402,20190,20192,1716,3640,5835,8273,10606,13548,16426,19149,xxx,xxx,<6h
15497,15297,9867,10328,20195,24527,2188,4393,6772,9247,11673,14356,16780,19219,xxx,xxx,<6h
15498,7594,9934,10263,20197,24442,2182,4421,6712,9312,11745,14315,16764,19217,xxx,xxx,<6h
15499,14935,9451,10747,20197,24054,2140,4267,6288,8850,11091,13841,16499,18957,xxx,xxx,<6h
15500,10109,9709,10491,20199,24456,2151,4346,6689,9146,11530,14101,16477,19086,xxx,xxx,<6h
15501,14478,9415,10786,20201,23300,2070,4211,6301,8834,11241,14077,16526,19079,xxx,xxx,<6h
15502,18805,8275,11927,20201,21508,1881,3811,5744,7806,10009,13411,16277,19036,xxx,xxx,<6h
15503,9746,9523,10679,20201,23984,2122,4186,6530,8988,11144,13664,16187,19065,xxx,xxx,<6h
15504,17416,9302,10899,20201,23931,2100,4109,6203,8632,11129,14155,16563,19077,xxx,xxx,<6h
15505,6582,8583,11620,20202,22724,1946,3865,5844,8045,10059,12571,15782,18964,xxx,xxx,<6h
15506,10120,9406,10796,20202,24532,2169,4274,6338,8826,11138,14040,16478,19089,xxx,xxx,<6h
15507,5109,8414,11791,20204,24434,1909,3858,5828,7894,10245,12924,16395,19044,xxx,xxx,<6h
15508,1773,8279,11926,20205,23304,1892,3765,5710,7757,9923,13023,16349,19107,xxx,xxx,<6h
15509,4596,9101,11105,20206,23887,2077,4111,6187,8436,10801,13801,16242,19019,xxx,xxx,<6h
15510,12292,9100,11106,20206,23887,2077,4111,6188,8439,10802,13801,16230,19012,xxx,xxx,<6h
15511,17468,9883,10325,20207,24037,2160,4374,6635,9228,11756,14220,16656,19179,xxx,xxx,<6h
15512,2103,9139,11068,20207,23879,1984,3957,6178,8578,11018,13914,16582,19219,xxx,xxx,<6h
15513,10117,9079,11128,20207,24562,2088,4053,6133,8491,10831,13759,16510,19058,xxx,xxx,<6h
15514,4630,8770,11437,20207,24021,2015,3952,6050,8285,10935,13848,16407,19045,xxx,xxx,<6h
15515,7100,9111,11096,20207,23888,2077,4111,6187,8436,10801,13804,16242,19038,xxx,xxx,<6h
15516,12169,9785,10424,20208,23853,2116,4288,6577,9191,11540,14197,16770,19228,xxx,xxx,<6h
15517,2165,9031,11179,20209,23998,2092,4150,6227,8523,10785,13279,15662,18835,xxx,xxx,<6h
15518,10152,9389,10823,20211,24474,2177,4347,6514,8837,11245,13969,16420,19173,xxx,xxx,<6h
15519,9914,9865,10347,20211,24019,2155,4258,6433,9160,11670,14458,16756,19212,xxx,xxx,<6h
15520,2426,9088,11124,20211,24444,1938,3992,6055,8562,10939,13871,16322,19111,xxx,xxx,<6h
15521,14740,9547,10666,20212,24010,2181,4291,6415,8872,11442,14282,16881,19336,xxx,xxx,<6h
15522,2427,9355,10858,20212,24444,1782,3856,6328,8813,11059,13766,16321,19111,xxx,xxx,<6h
15523,19306,9105,11108,20213,22654,1793,3777,5975,8547,10931,13725,16287,19036,xxx,xxx,<6h
15524,19971,8635,11583,20217,23917,1970,3876,5820,8068,10541,13297,16166,18937,xxx,xxx,<6h
15525,6898,8770,11454,20224,23345,1900,3770,5742,8193,10547,13510,16159,18949,xxx,xxx,<6h
15526,4581,9722,10504,20225,24482,2168,4215,6374,9192,11622,14357,16648,19229,xxx,xxx,<6h
15527,17738,10028,10198,20225,24456,2303,4615,6935,9487,11810,14273,16706,19206,xxx,xxx,<6h
15528,14801,9716,10509,20225,23866,2419,4483,6657,9142,11573,14379,16702,19265,xxx,xxx,<6h
15529,4942,9722,10504,20226,24482,2168,4215,6378,9193,11622,14357,16649,19229,xxx,xxx,<6h
15530,7421,9728,10503,20230,24465,2135,4281,6468,9056,11510,14211,16705,19195,xxx,xxx,<6h
15531,10214,9759,10474,20233,24574,2186,4434,6723,9175,11497,14122,16507,19150,xxx,xxx,<6h
15532,12036,9092,11142,20234,23513,2079,4197,6262,8517,10806,13777,16413,19179,xxx,xxx,<6h
15533,18934,9160,11075,20234,22177,1985,4014,6169,8601,10916,13623,16453,19095,xxx,xxx,<6h
15534,14799,9242,10993,20235,23897,2092,4159,6254,8649,11037,13965,16353,19150,xxx,xxx,<6h
15535,14152,9313,10923,20235,22738,2102,4260,6404,8706,11024,13863,16388,19094,xxx,xxx,<6h
15536,9809,9243,10993,20235,23897,2092,4158,6254,8649,11037,13964,16351,19147,xxx,xxx,<6h
15537,14544,9764,10479,20242,23383,2256,4403,6603,9168,11541,14357,16605,19209,xxx,xxx,<6h
15538,4921,10452,9790,20242,24570,2193,4417,6929,9787,12113,14670,16931,19208,xxx,xxx,<6h
15539,17730,9424,10820,20243,24496,2092,4148,6289,8858,11178,14025,16535,19157,xxx,xxx,<6h
15540,4594,9218,11025,20243,23898,2049,4117,6221,8639,10959,14334,16640,19115,xxx,xxx,<6h
15541,12101,7858,12387,20244,23291,1726,3505,5315,7346,9390,12019,15272,18797,xxx,xxx,<6h
15542,17602,9656,10589,20245,24601,2207,4362,6558,9085,11442,14157,16755,19301,xxx,xxx,<6h
15543,7267,9165,11082,20247,24005,2076,4132,6249,8634,10924,13521,16040,18991,xxx,xxx,<6h
15544,2539,9375,10875,20249,24485,1996,4098,6252,8807,11117,13958,16613,19210,xxx,xxx,<6h
15545,2100,9744,10506,20250,23896,2292,4454,6736,9239,11619,14325,16539,19157,xxx,xxx,<6h
15546,15776,9762,10489,20250,20914,2136,4312,6593,9165,11512,14322,16721,19262,xxx,xxx,<6h
15547,12576,9323,10927,20250,24519,2112,4231,6389,8736,11046,13504,15870,19131,xxx,xxx,<6h
15548,9993,9743,10511,20253,24491,2264,4546,6750,9207,11515,14209,16732,19154,xxx,xxx,<6h
15549,4294,9140,11114,20253,23406,2043,4074,6161,8647,10712,13678,16208,19049,xxx,xxx,<6h
15550,7138,8675,11578,20253,24039,1992,3919,5877,8174,10498,13646,16320,19151,xxx,xxx,<6h
15551,5054,9098,11157,20254,24559,2220,4296,6389,8589,10758,13497,16305,19080,xxx,xxx,<6h
15552,10112,10211,10044,20254,24565,2354,4739,7113,9679,12020,14735,17013,19340,xxx,xxx,<6h
15553,17758,10211,10044,20255,24565,2354,4740,7114,9680,12021,14735,17014,19341,xxx,xxx,<6h
15554,12042,7803,12453,20255,23298,1650,3393,5202,7347,9253,12157,15218,18740,xxx,xxx,<6h
15555,4979,9706,10550,20255,24514,2212,4406,6697,9172,11566,14341,16737,19219,xxx,xxx,<6h
15556,9551,10168,10089,20256,24609,2143,4190,6351,9572,11830,14634,16832,19413,xxx,xxx,<6h
15557,4878,10168,10089,20256,24609,2143,4190,6352,9579,11831,14634,16833,19414,xxx,xxx,<6h
15558,8898,10045,10213,20257,22709,1858,3691,5545,7711,11570,13897,15926,18564,xxx,xxx,<6h
15559,12729,9499,10759,20257,24629,2253,4352,6497,8978,11263,13856,16739,19134,xxx,xxx,<6h
15560,17326,9397,10861,20257,23973,2052,3962,5900,8297,10990,13967,16478,19308,xxx,xxx,<6h
15561,2212,9510,10750,20260,24004,2170,4288,6458,8940,11313,14050,16596,19221,xxx,xxx,<6h
15562,7500,9258,11004,20261,24533,1989,4023,6264,8751,11000,13693,16463,19242,xxx,xxx,<6h
15563,1770,8898,11365,20262,23297,1767,3645,5576,8290,10681,13238,15829,18971,xxx,xxx,<6h
15564,11968,9181,11083,20263,23335,2065,4115,6187,8676,11017,13627,16161,19064,xxx,xxx,<6h
15565,1985,9414,10850,20264,24035,2061,4015,6102,8845,11422,14246,16566,19209,xxx,xxx,<6h
15566,4676,9326,10940,20266,23945,2093,4183,6257,8798,11190,14063,16548,19240,xxx,xxx,<6h
15567,9693,9683,10584,20266,23972,2159,4430,6719,9144,11466,14274,16564,19277,xxx,xxx,<6h
15568,14923,9402,10865,20267,23975,2047,4075,6278,8815,11147,13788,16306,19175,xxx,xxx,<6h
