,bib_number,half_1st,half_second,time_total_netto,time_total_brutto,5km,10km,15km,20km,25km,30km,35km,40km,last_name,first_name,grade_time
4599,3336,7209,7140,14349,15601,1662,3335,5021,6806,8480,10288,11997,13658,xxx,xxx,<4h
4600,16150,6972,7378,14349,15700,1671,3284,4912,6621,8223,9987,11563,13529,xxx,xxx,<4h
4601,17239,7220,7129,14349,17560,1813,3422,5046,6830,8469,10290,11837,13612,xxx,xxx,<4h
4602,3337,6564,7786,14350,15585,1558,3047,4541,6192,7732,9497,11192,13458,xxx,xxx,<4h
4603,12803,6752,7598,14350,14422,1551,3078,4631,6363,8060,9943,11738,13586,xxx,xxx,<4h
4604,932,7042,7308,14350,15608,1645,3255,4912,6651,8356,10209,11974,13651,xxx,xxx,<4h
4605,13389,7248,7103,14351,15038,1770,3422,5095,6876,8533,10278,11900,13607,xxx,xxx,<4h
4606,16463,7140,7211,14351,16296,1714,3364,4994,6745,8369,10229,11905,13611,xxx,xxx,<4h
4607,5532,6346,8006,14352,14525,1492,2930,4413,6005,7499,9140,10671,12700,xxx,xxx,<4h
4608,16227,6519,7834,14353,15589,1425,2906,4446,6142,7846,9865,11738,13609,xxx,xxx,<4h
4609,6315,7481,6873,14354,16307,1778,3577,5272,7075,8797,10540,12128,13686,xxx,xxx,<4h
4610,14760,7805,6550,14354,18040,2016,3806,5541,7368,9044,10724,12210,13715,xxx,xxx,<4h
4611,3401,6963,7392,14354,15601,1642,3250,4866,6569,8211,10047,11665,13574,xxx,xxx,<4h
4612,5486,7272,7083,14354,16261,1746,3445,5127,6890,8569,10316,11947,13652,xxx,xxx,<4h
4613,7028,7529,6826,14355,17487,1864,3611,5340,7147,8808,10552,12131,13690,xxx,xxx,<4h
4614,1036,7090,7266,14355,16341,1697,3319,4929,6713,8361,10175,11904,13630,xxx,xxx,<4h
4615,551,6626,7729,14355,14467,1508,2987,4502,6216,7871,10007,11694,13566,xxx,xxx,<4h
4616,7996,6618,7737,14355,14467,1509,2987,4502,6211,7871,10006,11691,13564,xxx,xxx,<4h
4617,8261,7210,7147,14356,15608,1661,3335,5021,6811,8480,10287,11997,13658,xxx,xxx,<4h
4618,17931,6784,7573,14356,14361,1456,2937,4535,6386,8142,10154,11799,13592,xxx,xxx,<4h
4619,6746,7108,7248,14356,17411,1681,3323,4978,6716,8445,10230,11786,13555,xxx,xxx,<4h
4620,13309,7081,7276,14356,14533,1582,3195,4875,6659,8367,10295,11983,13646,xxx,xxx,<4h
4621,11119,7119,7238,14356,15713,1638,3237,4910,6697,8402,10269,11940,13650,xxx,xxx,<4h
4622,3819,7154,7202,14356,16191,1620,3318,5023,6785,8430,10229,11860,13595,xxx,xxx,<4h
4623,10689,6852,7504,14356,14480,1631,3232,4842,6492,8096,9939,11674,13590,xxx,xxx,<4h
4624,1087,7263,7094,14356,16326,1730,3407,5083,6871,8572,10441,12033,13670,xxx,xxx,<4h
4625,18720,7016,7340,14356,15675,1667,3295,4889,6539,8242,9973,11620,13477,xxx,xxx,<4h
4626,16093,7095,7262,14357,15653,1692,3330,4987,6718,8412,10207,11839,13578,xxx,xxx,<4h
4627,3820,7101,7257,14357,16190,1541,3159,4846,6700,8438,10177,11771,13608,xxx,xxx,<4h
4628,16569,6680,7679,14358,16204,1467,3003,4584,6321,7962,9822,11638,13593,xxx,xxx,<4h
4629,15964,7001,7358,14359,14500,1626,3214,4839,6615,8286,10190,11917,13632,xxx,xxx,<4h
4630,5941,7094,7266,14359,15626,1647,3254,4902,6677,8359,10180,11875,13618,xxx,xxx,<4h
4631,481,6808,7552,14359,15591,1543,3101,4703,6439,8062,9854,11636,13554,xxx,xxx,<4h
4632,18589,6807,7552,14359,15591,1543,3101,4704,6439,8062,9854,11636,13554,xxx,xxx,<4h
4633,13404,6876,7484,14359,15048,1587,3153,4777,6497,8186,10137,11802,13579,xxx,xxx,<4h
4634,5464,6631,7730,14360,14547,1575,3124,4624,6272,7827,9439,11454,13544,xxx,xxx,<4h
4635,6058,6639,7721,14360,16260,1548,3025,4563,6254,7959,9842,11653,13564,xxx,xxx,<4h
4636,11048,6781,7581,14361,15630,1591,3137,4720,6416,8029,9815,11471,13499,xxx,xxx,<4h
4637,4103,7194,7167,14361,16792,1667,3349,5016,6816,8596,10427,12037,13665,xxx,xxx,<4h
4638,5648,6366,7995,14361,14513,1515,2999,4472,6019,7498,9474,11430,13489,xxx,xxx,<4h
4639,8548,7013,7348,14361,15603,1611,3201,4827,6613,8289,10185,11835,13617,xxx,xxx,<4h
4640,135,5854,8509,14362,14381,1242,2443,3797,5482,6984,9099,11231,13521,xxx,xxx,<4h
4641,8393,6867,7496,14362,15652,1610,3150,4743,6498,8121,10037,11784,13630,xxx,xxx,<4h
4642,18771,7114,7249,14362,15730,1704,3326,4947,6715,8367,10191,11848,13602,xxx,xxx,<4h
4643,18815,6358,8004,14362,15668,1541,2998,4444,5999,7512,9199,10776,12906,xxx,xxx,<4h
4644,5943,6345,8018,14362,15632,1420,2842,4302,5955,7593,9651,11482,13589,xxx,xxx,<4h
4645,20346,7076,7287,14362,15665,1672,3335,4969,6695,8379,10185,11843,13591,xxx,xxx,<4h
4646,5694,6913,7450,14362,14473,1534,3057,4684,6488,8234,10137,11874,13648,xxx,xxx,<4h
4647,17462,6658,7706,14363,17996,1481,3000,4565,6276,7935,9871,11670,13597,xxx,xxx,<4h
4648,16415,7226,7137,14363,16309,1718,3395,5071,6857,8509,10299,11933,13619,xxx,xxx,<4h
4649,13302,7030,7334,14363,14504,1619,3237,4880,6637,8321,10122,11802,13584,xxx,xxx,<4h
4650,3373,6719,7645,14363,15614,1496,3014,4568,6326,7996,10039,11838,13621,xxx,xxx,<4h
4651,14208,7335,7029,14363,16872,1772,3463,5162,6963,8643,10432,12070,13720,xxx,xxx,<4h
4652,11477,6805,7559,14364,16254,1627,3149,4701,6406,8056,9872,11511,13480,xxx,xxx,<4h
4653,19833,7398,6967,14364,18093,1786,3474,5165,7012,8671,10412,12072,13668,xxx,xxx,<4h
4654,15954,7244,7120,14364,15020,1710,3384,5073,6858,8543,10330,11963,13618,xxx,xxx,<4h
4655,19119,7196,7169,14364,16238,1701,3343,5036,6818,8463,10288,11891,13576,xxx,xxx,<4h
4656,5500,6126,8239,14365,15021,1358,2720,4120,5749,7385,9554,11776,13602,xxx,xxx,<4h
4657,3217,6527,7839,14365,15702,1574,3055,4572,6181,7785,9650,11426,13525,xxx,xxx,<4h
4658,3167,6791,7574,14365,15010,1609,3130,4676,6403,8079,9975,12125,13673,xxx,xxx,<4h
4659,1088,7210,7156,14366,16196,1695,3339,5059,6835,8491,10278,11916,13606,xxx,xxx,<4h
4660,13536,7296,7070,14366,16210,1693,3386,5071,6894,8582,10376,11968,13646,xxx,xxx,<4h
4661,8163,6358,8009,14366,14999,1385,2792,4454,6012,7573,9463,11453,13578,xxx,xxx,<4h
4662,13305,7141,7225,14366,15704,1677,3294,4942,6759,8410,10240,11850,13633,xxx,xxx,<4h
4663,898,6713,7654,14366,15606,1508,3026,4625,6347,8019,9815,11603,13536,xxx,xxx,<4h
4664,15508,6161,8206,14366,14511,1401,2793,4221,5804,7407,9353,11333,13488,xxx,xxx,<4h
4665,18995,7015,7353,14367,16300,1658,3256,4956,6636,8229,10022,11789,13575,xxx,xxx,<4h
4666,19081,6908,7460,14367,16218,1601,3178,4775,6527,8179,9958,11682,13585,xxx,xxx,<4h
4667,3564,6988,7380,14367,16197,1517,3095,4769,6575,8306,10177,11917,13637,xxx,xxx,<4h
4668,972,6666,7702,14368,16246,1535,3056,4591,6283,7900,10022,11792,13611,xxx,xxx,<4h
4669,11342,6846,7523,14368,16201,1481,3045,4667,6450,8142,10033,11771,13572,xxx,xxx,<4h
4670,15699,7128,7240,14368,14517,1594,3179,4835,6717,8496,10368,11975,13652,xxx,xxx,<4h
4671,1649,6999,7369,14368,17439,1677,3258,4841,6578,8258,10036,11743,13614,xxx,xxx,<4h
4672,15465,6412,7956,14368,14392,1425,2853,4328,5998,7824,9861,11829,13630,xxx,xxx,<4h
4673,13899,7012,7358,14369,16287,1698,3335,4946,6632,8277,10161,12026,13697,xxx,xxx,<4h
4674,8536,7045,7325,14369,15646,1708,3317,4921,6666,8301,10087,11713,13556,xxx,xxx,<4h
4675,16192,7055,7315,14369,15691,1656,3288,4924,6672,8344,10230,11901,13660,xxx,xxx,<4h
4676,5860,6765,7605,14369,15652,1557,3067,4684,6404,8128,10090,11853,13585,xxx,xxx,<4h
4677,8857,7091,7279,14370,16255,1660,3283,4908,6696,8384,10246,11901,13651,xxx,xxx,<4h
4678,18584,7218,7153,14370,15733,1712,3345,5005,6823,8481,10324,11886,13601,xxx,xxx,<4h
4679,906,6338,8034,14371,15623,1408,2837,4313,5959,7620,9547,11472,13562,xxx,xxx,<4h
4680,5728,6520,7852,14371,14496,1489,2941,4445,6132,7778,9654,11316,13391,xxx,xxx,<4h
4681,3226,6773,7600,14372,15668,1620,3148,4702,6397,7998,9793,11472,13463,xxx,xxx,<4h
4682,8045,6558,7815,14372,14552,1507,3058,4589,6196,7820,9900,11699,13570,xxx,xxx,<4h
4683,10346,7189,7183,14372,14446,1402,2828,4374,6112,8447,10573,12149,13755,xxx,xxx,<4h
4684,5967,6816,7556,14372,15667,1640,3173,4713,6437,8071,9982,11643,13544,xxx,xxx,<4h
4685,20282,6938,7435,14372,16234,1587,3156,4755,6528,8208,10098,11784,13607,xxx,xxx,<4h
4686,20234,6854,7519,14373,15018,1578,3180,4790,6492,8139,9920,11517,13513,xxx,xxx,<4h
4687,15775,6851,7523,14374,14505,1567,3110,4707,6446,8097,9874,11694,13610,xxx,xxx,<4h
4688,3257,7160,7214,14374,15675,1682,3395,5037,6787,8439,10286,11885,13590,xxx,xxx,<4h
4689,3021,6787,7587,14374,14490,1509,3005,4532,6330,8067,9949,11722,13567,xxx,xxx,<4h
4690,6255,6898,7477,14374,16214,1614,3170,4765,6482,8185,9997,11765,13631,xxx,xxx,<4h
4691,20213,6866,7509,14375,15022,1499,3046,4655,6461,8178,10097,11755,13603,xxx,xxx,<4h
4692,13270,7547,6830,14376,14556,1518,3081,4681,6481,8732,10509,12014,13685,xxx,xxx,<4h
4693,8146,7004,7373,14377,14580,1440,3108,4814,6646,8310,10073,11742,13574,xxx,xxx,<4h
4694,13990,7057,7320,14377,16208,1620,3248,4898,6674,8336,10174,11832,13589,xxx,xxx,<4h
4695,3048,7023,7355,14377,15046,1606,3190,4798,6628,8341,10204,11880,13651,xxx,xxx,<4h
4696,16619,6801,7578,14378,16239,1608,3178,4741,6428,8046,9895,11633,13557,xxx,xxx,<4h
4697,7564,6960,7418,14378,18694,1595,3182,4776,6614,8278,10349,12038,13738,xxx,xxx,<4h
4698,624,6483,7896,14378,15037,1483,2959,4451,6101,7739,9669,11520,13606,xxx,xxx,<4h
4699,16780,6818,7561,14379,15654,1607,3130,4679,6410,8053,10082,11727,13622,xxx,xxx,<4h
4700,13073,6021,8359,14379,14436,1258,2582,3967,5508,7274,9093,10904,13530,xxx,xxx,<4h
4701,11028,7228,7151,14379,15733,1700,3347,5016,6842,8475,10274,11905,13643,xxx,xxx,<4h
4702,8124,6989,7391,14379,14534,1628,3258,4874,6626,8263,10100,11818,13625,xxx,xxx,<4h
4703,13095,6287,8093,14379,14438,1407,2823,4286,5922,7541,9540,11438,13581,xxx,xxx,<4h
4704,3296,7189,7191,14380,16232,1674,3318,5038,6813,8463,10246,11869,13607,xxx,xxx,<4h
4705,3663,7304,7076,14380,16329,1748,3407,5097,6902,8624,10441,12036,13670,xxx,xxx,<4h
4706,16241,6599,7783,14381,15648,1580,3078,4559,6214,7829,9740,11639,13592,xxx,xxx,<4h
4707,3814,6408,7974,14381,16217,1450,2915,4404,6031,7568,9491,11122,13247,xxx,xxx,<4h
4708,13775,7093,7288,14381,16311,1703,3318,4955,6717,8362,10165,11786,13571,xxx,xxx,<4h
4709,8003,6775,7608,14382,14569,1577,3077,4658,6363,8017,9826,11640,13600,xxx,xxx,<4h
4710,892,6633,7750,14382,15647,1598,3107,4614,6266,7824,9644,11614,13609,xxx,xxx,<4h
4711,924,6823,7559,14382,15697,1578,3057,4589,6381,8065,10041,11937,13685,xxx,xxx,<4h
4712,3057,7094,7289,14382,15704,1733,3351,4966,6723,8393,10191,11878,13623,xxx,xxx,<4h
4713,18658,7094,7288,14382,15703,1733,3351,4966,6723,8393,10191,11881,13623,xxx,xxx,<4h
4714,16414,6908,7476,14383,16309,1626,3164,4746,6509,8216,10138,11847,13627,xxx,xxx,<4h
4715,11040,7216,7167,14383,15624,1695,3364,5022,6823,8488,10400,11982,13657,xxx,xxx,<4h
4716,6009,7110,7274,14383,15709,1635,3249,4913,6730,8413,10330,12013,13694,xxx,xxx,<4h
4717,18277,7007,7376,14383,15055,1600,3178,4817,6602,8296,10126,11726,13549,xxx,xxx,<4h
4718,3744,7032,7352,14383,16255,1581,3169,4813,6603,8264,10175,11808,13598,xxx,xxx,<4h
4719,13500,7082,7302,14384,15645,1649,3244,4880,6682,8354,10211,11893,13635,xxx,xxx,<4h
4720,17022,7568,6817,14384,17525,1886,3653,5384,7198,8811,10429,11921,13627,xxx,xxx,<4h
4721,8571,7147,7237,14384,15710,1643,3259,4948,6763,8410,10249,11890,13651,xxx,xxx,<4h
4722,12438,7184,7201,14384,18019,1693,3313,4988,6801,8477,10241,11871,13603,xxx,xxx,<4h
4723,11271,7195,7190,14385,16302,1684,3317,4980,6809,8460,10251,11935,13648,xxx,xxx,<4h
4724,18669,6383,8003,14385,15667,1536,3046,4496,6014,7537,9175,10769,12931,xxx,xxx,<4h
4725,10258,7335,7050,14385,14569,1629,3257,4979,6899,8663,10601,12270,13733,xxx,xxx,<4h
4726,8094,6521,7866,14386,14499,1494,2978,4499,6136,7774,9823,11832,13745,xxx,xxx,<4h
4727,16764,7475,6912,14387,16846,1763,3472,5198,7054,8767,10597,12152,13733,xxx,xxx,<4h
4728,14060,7069,7318,14387,16323,1692,3288,4918,6689,8317,10262,11906,13647,xxx,xxx,<4h
4729,873,6720,7668,14387,15648,1511,2963,4485,6291,8068,10030,11906,13695,xxx,xxx,<4h
4730,6183,7206,7182,14387,16341,1749,3373,4975,6770,8501,10320,11940,13692,xxx,xxx,<4h
4731,8244,6383,8006,14388,15669,1536,3046,4496,6013,7537,9174,10769,12932,xxx,xxx,<4h
4732,1258,7003,7385,14388,16224,1654,3248,4886,6619,8274,10130,11839,13658,xxx,xxx,<4h
4733,19107,7252,7137,14389,16227,1705,3340,5025,6856,8547,10390,12047,13707,xxx,xxx,<4h
4734,18745,6943,7446,14389,15661,1624,3180,4757,6527,8230,10181,11918,13639,xxx,xxx,<4h
4735,3493,7242,7149,14390,15626,1745,3443,5147,6875,8500,10258,11940,13656,xxx,xxx,<4h
4736,9021,7134,7257,14390,16851,1665,3313,4967,6740,8447,10320,12001,13695,xxx,xxx,<4h
4737,204,7048,7344,14391,14499,1681,3287,4935,6677,8300,10133,11799,13589,xxx,xxx,<4h
4738,18112,6892,7500,14391,14492,1536,3078,4682,6489,8162,9959,11635,13538,xxx,xxx,<4h
4739,20252,7167,7224,14391,15628,1515,3049,4645,6515,8439,10314,11941,13670,xxx,xxx,<4h
4740,6269,7080,7311,14391,16273,1650,3193,4818,6662,8474,10345,11864,13571,xxx,xxx,<4h
4741,1576,7350,7043,14392,16958,1774,3481,5168,6945,8597,10431,12047,13649,xxx,xxx,<4h
4742,19103,7129,7264,14392,16257,1664,3231,4887,6736,8404,10244,11920,13658,xxx,xxx,<4h
4743,19516,6878,7514,14392,16840,1531,3114,4729,6500,8173,10081,11746,13623,xxx,xxx,<4h
4744,6390,6904,7489,14392,16241,1521,3086,4693,6500,8204,10249,11924,13721,xxx,xxx,<4h
4745,983,7079,7315,14393,16875,1684,3252,4884,6642,8356,10270,11913,13720,xxx,xxx,<4h
4746,14269,6992,7401,14393,16865,1625,3219,4846,6615,8299,10155,11828,13671,xxx,xxx,<4h
4747,11278,7266,7128,14394,16932,1799,3474,5164,6891,8567,10315,11973,13688,xxx,xxx,<4h
4748,4145,7083,7311,14394,16851,1612,3227,4924,6698,8389,10294,11925,13681,xxx,xxx,<4h
4749,14043,6991,7403,14394,16240,1632,3220,4863,6607,8283,10106,11867,13632,xxx,xxx,<4h
4750,3743,6784,7612,14395,16274,1502,3046,4615,6398,8100,9999,11867,13676,xxx,xxx,<4h
4751,19181,7144,7251,14395,16330,1657,3242,4894,6735,8428,10294,11885,13638,xxx,xxx,<4h
4752,13584,7090,7305,14395,15729,1726,3377,5001,6729,8336,10133,11742,13570,xxx,xxx,<4h
4753,18129,6900,7496,14396,14474,1580,3181,4787,6512,8183,10088,11797,13645,xxx,xxx,<4h
4754,19222,7338,7059,14396,16972,1777,3478,5163,6958,8642,10447,12099,13727,xxx,xxx,<4h
4755,20339,6789,7608,14396,16841,1570,3101,4688,6420,8065,9945,11723,13658,xxx,xxx,<4h
4756,3875,7025,7372,14396,16841,1639,3271,4904,6653,8292,10123,11815,13614,xxx,xxx,<4h
4757,18600,7181,7216,14396,15642,1676,3324,5018,6800,8460,10274,11867,13662,xxx,xxx,<4h
4758,19203,6868,7529,14396,15077,1637,3235,4833,6512,8133,9894,11697,13635,xxx,xxx,<4h
4759,8357,7086,7311,14396,15701,1702,3340,4977,6704,8323,10093,11762,13646,xxx,xxx,<4h
4760,2512,7367,7031,14397,18703,1706,3441,5144,6977,8618,10432,12059,13733,xxx,xxx,<4h
4761,3211,6764,7635,14398,15631,1486,3083,4674,6374,8059,9951,11765,13606,xxx,xxx,<4h
4762,3256,6417,7981,14398,15701,1531,2973,4462,6064,7627,9494,11462,13537,xxx,xxx,<4h
4763,2922,6996,7403,14398,14568,1598,3201,4811,6609,8247,10111,11780,13610,xxx,xxx,<4h
4764,13805,7303,7096,14399,16240,1739,3412,5090,6920,8566,10363,11955,13659,xxx,xxx,<4h
4765,14038,7305,7095,14399,16241,1739,3412,5090,6919,8565,10364,11944,13659,xxx,xxx,<4h
4766,14611,7272,7128,14400,17432,1709,3433,5121,6907,8546,10375,11964,13668,xxx,xxx,<4h
4767,11189,7027,7373,14400,15740,1700,3299,4892,6643,8277,10113,11777,13615,xxx,xxx,<4h
4768,5836,6545,7857,14401,15638,1487,2969,4485,6151,7732,9601,11280,13202,xxx,xxx,<4h30
4769,19316,7059,7346,14404,16955,1695,3291,4925,6683,8350,10172,11836,13637,xxx,xxx,<4h30
4770,16444,7205,7200,14404,16353,1770,3401,5076,6833,8488,10272,11935,13654,xxx,xxx,<4h30
4771,13238,7067,7338,14405,15046,1560,3139,4743,6616,8370,10244,11904,13683,xxx,xxx,<4h30
4772,15519,6454,7951,14405,14462,1512,2992,4457,6096,7711,9674,11560,13613,xxx,xxx,<4h30
4773,11734,7059,7347,14406,16849,1587,3144,4725,6692,8294,10120,11919,13591,xxx,xxx,<4h30
4775,5415,7279,7130,14408,16902,1746,3402,5085,6878,8568,10322,11982,13695,xxx,xxx,<4h30
4776,3687,7202,7207,14408,16254,1702,3344,5004,6810,8585,10396,12022,13703,xxx,xxx,<4h30
4777,13057,6817,7591,14408,14546,1583,3136,4734,6452,8018,9925,11726,13625,xxx,xxx,<4h30
4778,1225,6684,7725,14408,16312,1622,3111,4613,6261,7904,9855,11558,13589,xxx,xxx,<4h30
4779,4235,7233,7176,14408,17539,1785,3462,5129,6860,8491,10274,11925,13647,xxx,xxx,<4h30
4780,13360,6817,7591,14408,14547,1583,3136,4734,6452,8018,9925,11726,13625,xxx,xxx,<4h30
4781,3168,6246,8163,14409,15048,1323,2695,4165,5850,7549,9617,11703,13693,xxx,xxx,<4h30
4782,5904,6894,7516,14409,15671,1537,3078,4666,6478,8219,10081,11812,13645,xxx,xxx,<4h30
4783,14331,7279,7130,14409,16903,1746,3403,5085,6878,8568,10323,11982,13695,xxx,xxx,<4h30
4784,15891,6920,7492,14411,14531,1597,3158,4778,6553,8170,9999,11751,13627,xxx,xxx,<4h30
4785,18009,6135,8277,14411,14419,1365,2694,4067,5738,7448,9589,11491,13504,xxx,xxx,<4h30
4786,15901,7035,7376,14411,15050,1606,3199,4853,6632,8279,10177,11882,13668,xxx,xxx,<4h30
4787,11475,7055,7356,14411,16247,1674,3295,4922,6678,8350,10256,11899,13630,xxx,xxx,<4h30
4788,3425,6863,7550,14412,15706,1629,3175,4760,6434,8195,10196,11928,13670,xxx,xxx,<4h30
4789,6638,7399,7015,14413,16996,1866,3601,5276,7002,8676,10481,12080,13721,xxx,xxx,<4h30
4790,18868,7029,7384,14413,15678,1670,3257,4860,6635,8294,10186,11884,13653,xxx,xxx,<4h30
4791,6045,6810,7603,14413,15650,1495,3002,4590,6413,8049,10040,11757,13687,xxx,xxx,<4h30
4792,13423,7201,7212,14413,15066,1727,3416,5059,6820,8458,10242,11872,13668,xxx,xxx,<4h30
4793,5910,6693,7722,14414,15647,1406,2868,4440,6332,7955,9721,11671,13578,xxx,xxx,<4h30
4794,1523,7241,7174,14414,16856,1766,3451,5139,6870,8537,10275,11949,13669,xxx,xxx,<4h30
4795,15902,6908,7506,14414,15711,1625,3209,4836,6544,8181,9951,11750,13697,xxx,xxx,<4h30
4796,19118,7300,7114,14414,16424,1753,3440,5134,6914,8572,10318,11972,13674,xxx,xxx,<4h30
4797,1502,7110,7305,14415,16846,1649,3279,4978,6736,8509,10362,12043,13727,xxx,xxx,<4h30
4800,16050,6910,7506,14416,15679,1625,3146,4772,6504,8178,10061,11828,13664,xxx,xxx,<4h30
4801,13471,7212,7204,14416,15786,1771,3405,5063,6816,8490,10312,11971,13662,xxx,xxx,<4h30
4802,4166,7258,7160,14417,17520,1705,3379,5082,6855,8519,10359,12022,13714,xxx,xxx,<4h30
4803,8145,6405,8013,14417,14588,1512,2983,4448,6047,7573,9395,11144,13499,xxx,xxx,<4h30
4804,4280,7065,7355,14419,17457,1663,3290,4948,6693,8359,10259,11881,13663,xxx,xxx,<4h30
4805,15888,6954,7467,14420,15688,1653,3246,4837,6568,8200,10075,11811,13650,xxx,xxx,<4h30
4806,3280,6954,7467,14420,15687,1652,3246,4837,6565,8200,10075,11840,13649,xxx,xxx,<4h30
4807,753,7449,6971,14420,15676,1792,3510,5228,7061,8765,10634,12277,13795,xxx,xxx,<4h30
4808,3720,6958,7464,14421,16291,1582,3136,4805,6602,8234,10210,11871,13656,xxx,xxx,<4h30
4809,13509,7340,7081,14421,15790,1759,3483,5193,6953,8625,10414,12050,13702,xxx,xxx,<4h30
4810,13927,7144,7279,14422,16339,1723,3369,5020,6761,8431,10290,11904,13664,xxx,xxx,<4h30
4811,18971,6829,7594,14422,16340,1601,3143,4730,6457,8058,9863,11645,13649,xxx,xxx,<4h30
4812,5901,7101,7321,14422,15721,1673,3277,4929,6718,8418,10279,11967,13677,xxx,xxx,<4h30
4813,3215,7022,7401,14422,15681,1629,3244,4872,6634,8259,10142,11928,13650,xxx,xxx,<4h30
4814,3018,7048,7375,14423,15090,1637,3261,4900,6690,8292,10170,11832,13641,xxx,xxx,<4h30
4815,18172,7571,6852,14423,14503,1722,3479,5256,7200,8849,10534,12136,13737,xxx,xxx,<4h30
4817,13641,7186,7239,14424,15781,1714,3348,5004,6799,8452,10306,11946,13760,xxx,xxx,<4h30
4818,16025,7023,7401,14424,15712,1620,3160,4729,6583,8459,10270,11859,13650,xxx,xxx,<4h30
4819,18905,7057,7369,14425,16299,1670,3276,4895,6647,8374,10267,11923,13664,xxx,xxx,<4h30
4820,4262,7356,7071,14426,18763,1767,3489,5179,6962,8609,10319,11981,13692,xxx,xxx,<4h30
4821,5612,6894,7534,14427,14600,1563,3151,4759,6485,8177,10107,11890,13696,xxx,xxx,<4h30
4822,15947,7084,7344,14428,14573,1593,3260,4942,6648,8339,10109,11816,13623,xxx,xxx,<4h30
4823,3442,6994,7434,14428,15735,1615,3185,4818,6581,8269,10180,11854,13657,xxx,xxx,<4h30
4824,16417,7308,7122,14429,16439,1751,3438,5132,6917,8561,10312,11973,13693,xxx,xxx,<4h30
4825,11145,6904,7526,14430,15067,1497,3047,4662,6492,8248,10179,11858,13667,xxx,xxx,<4h30
4826,9394,7013,7418,14431,17478,1598,3231,4889,6619,8289,10126,11876,13673,xxx,xxx,<4h30
4827,3921,7084,7348,14431,17000,1724,3297,4913,6695,8361,10232,11893,13684,xxx,xxx,<4h30
4828,16101,7205,7227,14431,15736,1733,3403,5089,6833,8500,10257,11899,13698,xxx,xxx,<4h30
4829,18640,7042,7391,14432,15788,1693,3339,4974,6674,8327,10332,12006,13687,xxx,xxx,<4h30
4830,3838,7001,7431,14432,16274,1582,3161,4801,6622,8301,10253,11915,13688,xxx,xxx,<4h30
4831,1290,7203,7230,14432,16963,1707,3359,5062,6838,8502,10324,11921,13713,xxx,xxx,<4h30
4832,13848,7193,7239,14432,16282,1676,3307,5012,6817,8471,10331,11949,13677,xxx,xxx,<4h30
4833,19665,7111,7323,14433,17556,1751,3378,5024,6733,8413,10224,11899,13647,xxx,xxx,<4h30
4834,19667,7013,7421,14433,17557,1750,3377,5023,6654,8260,10053,11814,13646,xxx,xxx,<4h30
4835,875,6698,7737,14434,15747,1575,3080,4605,6307,7920,9806,11597,13536,xxx,xxx,<4h30
4836,4418,7231,7204,14435,17613,1799,3467,5151,6849,8498,10273,11902,13664,xxx,xxx,<4h30
4837,19440,7052,7384,14435,16969,1676,3268,4838,6643,8314,10195,11832,13683,xxx,xxx,<4h30
4838,13827,7248,7189,14436,16361,1740,3417,5102,6870,8553,10355,12020,13719,xxx,xxx,<4h30
4839,13242,6850,7587,14436,14600,1607,3169,4766,6475,8136,9967,11716,13631,xxx,xxx,<4h30
4840,8076,7348,7089,14437,16393,1808,3491,5186,6966,8627,10370,12014,13684,xxx,xxx,<4h30
4841,1480,7299,7138,14437,17024,1751,3439,5140,6925,8602,10396,12029,13707,xxx,xxx,<4h30
4842,3802,6923,7517,14439,16315,1711,3295,4871,6549,8151,9958,11746,13654,xxx,xxx,<4h30
4843,18403,6923,7517,14439,16315,1711,3295,4871,6549,8151,9958,11746,13654,xxx,xxx,<4h30
4844,5509,7100,7340,14440,14528,1633,3296,4908,6696,8401,10246,12053,13712,xxx,xxx,<4h30
4845,13352,6914,7526,14440,14594,1609,3180,4775,6504,8195,10012,11608,13640,xxx,xxx,<4h30
4846,4288,6870,7571,14441,17473,1642,3258,4844,6513,8112,9854,11554,13629,xxx,xxx,<4h30
4847,16774,6977,7465,14441,16930,1639,3221,4829,6584,8273,10128,11848,13667,xxx,xxx,<4h30
4848,8787,7379,7067,14445,16367,1744,3443,5167,6998,8661,10494,12155,13770,xxx,xxx,<4h30
4849,8167,6798,7649,14446,14570,1589,3140,4729,6428,8048,9871,11618,13745,xxx,xxx,<4h30
4850,4640,7258,7189,14447,18118,1683,3351,5110,6872,8543,10340,12027,13716,xxx,xxx,<4h30
4851,13885,6863,7587,14449,16290,1559,3103,4726,6482,8158,10152,11859,13724,xxx,xxx,<4h30
4852,11183,6960,7490,14450,15699,1589,3177,4814,6537,8237,10110,11823,13646,xxx,xxx,<4h30
4853,13232,7029,7423,14451,14643,1583,3208,4835,6622,8382,10270,11936,13698,xxx,xxx,<4h30
4854,1470,7131,7321,14451,16901,1700,3328,4960,6731,8441,10411,12035,13688,xxx,xxx,<4h30
4855,16509,7232,7221,14452,16365,1708,3385,5038,6832,8545,10340,12022,13726,xxx,xxx,<4h30
4856,15960,6854,7598,14452,14563,1571,3142,4742,6479,8031,9765,11840,13783,xxx,xxx,<4h30
4857,15559,6192,8263,14454,14463,1338,2706,4142,5728,7509,9566,11490,13551,xxx,xxx,<4h30
4858,11446,7038,7416,14454,16343,1683,3285,4916,6663,8341,10198,11909,13704,xxx,xxx,<4h30
